"","Year Month","Hour","Victimisations","Territorial Authority","Area Unit","Crimes type","ANZSOC Division","ANZSOC Group"
"6751","1/05/15",99,1,"Christchurch City.","Mt Pleasant.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6752","1/05/15",99,1,"Christchurch City.","Richmond South.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6753","1/05/15",99,1,"Christchurch City.","Richmond South.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6754","1/05/15",99,1,"Christchurch City.","Edgeware.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6755","1/05/15",99,1,"Christchurch City.","Parklands.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6756","1/05/15",99,1,"Christchurch City.","Papanui.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6757","1/05/15",99,1,"Christchurch City.","Jellie Park.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6758","1/05/15",99,1,"Christchurch City.","Deans Bush.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6759","1/05/15",99,1,"Christchurch City.","Broomfield.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6760","1/05/15",99,1,"Hurunui District.","Cheviot.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6761","1/05/15",99,1,"Waimakariri District.","Kaiapoi South.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6762","1/05/15",99,1,"Waimakariri District.","Woodend.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6763","1/05/15",99,1,"Christchurch City.","Governors Bay.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6764","1/05/15",99,1,"Selwyn District.","Springston.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6765","1/03/15",13,1,"Christchurch City.","Shirley West.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"6766","1/03/15",9,1,"Christchurch City.","Bryndwr.","violent crimes","Acts Intended to Cause Injury","Serious Assault Resulting in Injury"
"6767","1/03/15",10,1,"Christchurch City.","Aidanfield.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"6768","1/03/15",99,1,"Christchurch City.","Phillipstown.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"6769","1/05/15",99,1,"Christchurch City.","Phillipstown.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6770","1/05/15",99,1,"Christchurch City.","Fendalton.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6771","1/05/15",99,1,"Timaru District.","Levels.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6772","1/05/15",99,1,"Christchurch City.","Linwood North.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6773","1/03/15",3,1,"Christchurch City.","Rawhiti.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"6774","1/03/15",99,1,"Christchurch City.","Hagley Park.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"6775","1/03/15",99,1,"Christchurch City.","Edgeware.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"6776","1/03/15",99,1,"Christchurch City.","Rawhiti.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"6777","1/05/15",99,1,"Christchurch City.","Aranui.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6778","1/05/15",99,1,"Christchurch City.","Aranui.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6779","1/05/15",99,1,"Christchurch City.","Aranui.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6780","1/05/15",99,1,"Christchurch City.","South Brighton.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6781","1/03/15",99,1,"Christchurch City.","Spreydon.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"6782","1/03/15",99,1,"Christchurch City.","Ilam.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"6783","1/03/15",99,1,"Christchurch City.","Wharenui.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"6784","1/03/15",10,1,"Selwyn District.","Malvern.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"6785","1/05/15",99,1,"Christchurch City.","Bromley.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6786","1/05/15",99,1,"Christchurch City.","Woolston South.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6787","1/05/15",99,1,"Christchurch City.","Sumner.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6788","1/05/15",99,1,"Christchurch City.","Richmond North.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6789","1/03/15",99,1,"Christchurch City.","Avondale.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"6790","1/03/15",99,1,"Christchurch City.","Aranui.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"6791","1/03/15",99,2,"Christchurch City.","Woolston West.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"6792","1/03/15",99,1,"Christchurch City.","Edgeware.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"6793","1/05/15",10,1,"Christchurch City.","Linwood East.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"6794","1/05/15",12,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"6795","1/05/15",13,1,"Kaikoura District.","Kaikoura Rural.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"6796","1/05/15",13,1,"Hurunui District.","Leithfield.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"6797","1/02/15",99,1,"Christchurch City.","Riccarton West.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6798","1/02/15",99,1,"Christchurch City.","Avondale.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6799","1/02/15",99,1,"Christchurch City.","Wainoni.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6800","1/02/15",99,1,"Christchurch City.","Heathcote Valley.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6801","1/02/15",10,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Theft From a Person (Excluding By Force)"
"6802","1/02/15",18,1,"Christchurch City.","Northcote.","property crimes","Theft and Related Offences","Theft From a Person (Excluding By Force)"
"6803","1/02/15",0,1,"Christchurch City.","Broomfield.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"6804","1/02/15",10,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"6805","1/06/15",99,1,"Christchurch City.","Sockburn.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"6806","1/06/15",9,1,"Christchurch City.","Shirley East.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"6807","1/06/15",16,1,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"6808","1/06/15",11,1,"Ashburton District.","Ashburton Central East.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"6809","1/06/15",16,1,"Waimakariri District.","Rangiora North.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"6810","1/08/15",99,1,"Christchurch City.","Prestons.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6811","1/08/15",99,1,"Ashburton District.","Fairton.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6812","1/08/15",99,1,"Christchurch City.","Lyttelton.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6813","1/08/15",99,1,"Timaru District.","Seaview.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6814","1/08/15",99,1,"Timaru District.","Geraldine.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6815","1/06/15",99,1,"Christchurch City.","Upper Riccarton.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"6816","1/06/15",99,2,"Christchurch City.","Sockburn.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"6817","1/06/15",99,2,"Christchurch City.","Sockburn.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"6818","1/06/15",99,1,"Waimakariri District.","Waikuku.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"6819","1/06/15",99,1,"Selwyn District.","West Melton.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"6820","1/04/15",99,1,"Christchurch City.","Harewood.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"6821","1/04/15",99,1,"Christchurch City.","Bishopdale.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"6822","1/04/15",99,1,"Christchurch City.","Russley.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"6823","1/04/15",99,1,"Christchurch City.","Bryndwr.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"6824","1/05/15",99,1,"Christchurch City.","Redwood South.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6825","1/05/15",99,1,"Christchurch City.","Shirley West.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6826","1/05/15",99,1,"Christchurch City.","Shirley East.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6827","1/05/15",99,1,"Christchurch City.","Parklands.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6828","1/04/15",99,1,"Christchurch City.","Bishopdale North.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6829","1/04/15",99,1,"Selwyn District.","West Melton.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6830","1/04/15",99,1,"Selwyn District.","West Melton.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6831","1/04/15",99,1,"Christchurch City.","Woolston West.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6832","1/04/15",2,1,"Timaru District.","Marchwiel.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6833","1/04/15",8,1,"Timaru District.","Marchwiel.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6834","1/04/15",10,1,"Christchurch City.","Ferrymead.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6835","1/04/15",11,1,"Christchurch City.","Hawthornden.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6836","1/04/15",12,1,"Christchurch City.","Ilam.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6837","1/07/15",99,1,"Christchurch City.","Sydenham.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6838","1/07/15",99,2,"Christchurch City.","Halswell West.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
"6839","1/07/15",99,1,"Christchurch City.","Westmorland.","property crimes","Unlawful Entry With Intent/Burglary, Break and Enter","Unlawful Entry With Intent/Burglary, Break and Enter"
